venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta,nombre_producto,categoria_id,nombre_categoria,año_venta,mes_venta,trimestre,clasificacion_venta
2025-261,478,2025-01-08,2,1,342066,342066,Web,Mouse,2,Accesorios,2025,1,1,Mediana
2025-262,408,2025-10-26,3,4,777610,3110440,Tienda Física,Teclado,2,Accesorios,2025,10,4,Grande
2025-263,32,2025-06-05,6,1,320929,320929,Web,Tablet,1,Tecnología,2025,6,2,Mediana
2025-264,16,2025-07-06,3,3,288266,864798,Tienda Física,Teclado,2,Accesorios,2025,7,3,Mediana
2025-265,260,2025-02-08,5,1,505919,505919,Web,Audífonos,2,Accesorios,2025,2,1,Mediana
2025-266,132,2025-07-22,6,2,306213,612426,App,Tablet,1,Tecnología,2025,7,3,Mediana
2025-267,108,2025-01-18,4,2,761395,1522790,App,Monitor,1,Tecnología,2025,1,1,Grande
2025-268,181,2025-12-12,5,1,446606,446606,Tienda Física,Audífonos,2,Accesorios,2025,12,4,Mediana
2025-269,90,2025-02-13,5,2,620885,1241770,App,Audífonos,2,Accesorios,2025,2,1,Grande
2025-270,19,2025-09-11,5,2,348526,697052,Web,Audífonos,2,Accesorios,2025,9,3,Mediana
2025-271,30,2025-08-17,1,2,339760,679520,App,Notebook,1,Tecnología,2025,8,3,Mediana
2025-272,350,2025-09-03,3,3,3776238,11328714,Web,Teclado,2,Accesorios,2025,9,3,Grande
2025-273,332,2025-04-27,5,1,437709,437709,Tienda Física,Audífonos,2,Accesorios,2025,4,2,Mediana
2025-274,258,2025-06-21,4,3,407172,1221516,App,Monitor,1,Tecnología,2025,6,2,Grande
2025-275,274,2025-07-29,3,3,265658,796974,App,Teclado,2,Accesorios,2025,7,3,Mediana
2025-276,421,2025-04-05,2,1,729211,729211,App,Mouse,2,Accesorios,2025,4,2,Mediana
2025-277,11,2025-07-15,4,3,481761,1445283,Web,Monitor,1,Tecnología,2025,7,3,Grande
2025-278,98,2025-06-21,5,4,683217,2732868,Tienda Física,Audífonos,2,Accesorios,2025,6,2,Grande
2025-279,134,2025-07-04,2,1,327942,327942,Web,Mouse,2,Accesorios,2025,7,3,Mediana
2025-280,55,2025-06-16,3,4,360046,1440184,Tienda Física,Teclado,2,Accesorios,2025,6,2,Grande
2025-281,119,2025-05-30,1,1,117449,117449,Web,Notebook,1,Tecnología,2025,5,2,Pequeña
2025-282,215,2025-11-26,5,2,701252,1402504,Tienda Física,Audífonos,2,Accesorios,2025,11,4,Grande
2025-283,295,2025-05-03,2,3,378582,1135746,Tienda Física,Mouse,2,Accesorios,2025,5,2,Grande
2025-284,387,2025-01-29,3,2,634987,1269974,Tienda Física,Teclado,2,Accesorios,2025,1,1,Grande
2025-285,35,2025-10-21,6,4,389502,1558008,Web,Tablet,1,Tecnología,2025,10,4,Grande
2025-286,349,2025-05-02,3,3,491799,1475397,Tienda Física,Teclado,2,Accesorios,2025,5,2,Grande
2025-287,388,2025-02-14,3,1,760018,760018,Tienda Física,Teclado,2,Accesorios,2025,2,1,Mediana
2025-288,16,2025-01-09,5,3,455935,1367805,App,Audífonos,2,Accesorios,2025,1,1,Grande
2025-289,333,2025-01-15,5,1,278614,278614,Tienda Física,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-290,102,2025-04-23,2,1,765477,765477,Web,Mouse,2,Accesorios,2025,4,2,Mediana
2025-291,428,2025-07-27,1,2,740602,1481204,App,Notebook,1,Tecnología,2025,7,3,Grande
2025-292,200,2025-01-12,1,1,3508834,3508834,Web,Notebook,1,Tecnología,2025,1,1,Grande
2025-293,465,2025-11-30,4,2,724221,1448442,Web,Monitor,1,Tecnología,2025,11,4,Grande
2025-294,420,2025-05-14,1,3,24506,73518,Tienda Física,Notebook,1,Tecnología,2025,5,2,Pequeña
2025-295,453,2025-05-21,3,1,324557,324557,Tienda Física,Teclado,2,Accesorios,2025,5,2,Mediana
2025-296,334,2025-11-15,4,2,123978,247956,Web,Monitor,1,Tecnología,2025,11,4,Mediana
2025-297,92,2025-06-09,3,4,629674,2518696,Tienda Física,Teclado,2,Accesorios,2025,6,2,Grande
2025-298,137,2025-03-09,4,4,725232,2900928,App,Monitor,1,Tecnología,2025,3,1,Grande
2025-299,249,2025-01-06,2,4,772178,3088712,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-300,94,2025-01-25,5,1,312788,312788,App,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-301,338,2025-10-28,2,2,227033,454066,App,Mouse,2,Accesorios,2025,10,4,Mediana
2025-302,175,2025-04-24,4,3,180956,542868,Tienda Física,Monitor,1,Tecnología,2025,4,2,Mediana
2025-303,249,2025-11-05,3,3,366386,1099158,App,Teclado,2,Accesorios,2025,11,4,Grande
2025-304,238,2025-08-04,6,2,90428,180856,Web,Tablet,1,Tecnología,2025,8,3,Pequeña
2025-305,193,2025-10-02,3,3,328903,986709,App,Teclado,2,Accesorios,2025,10,4,Mediana
2025-306,76,2025-07-06,4,4,511691,2046764,Web,Monitor,1,Tecnología,2025,7,3,Grande
2025-307,403,2025-09-10,4,3,448963,1346889,App,Monitor,1,Tecnología,2025,9,3,Grande
2025-308,177,2025-04-08,5,2,15730,31460,Tienda Física,Audífonos,2,Accesorios,2025,4,2,Pequeña
2025-309,483,2025-11-06,6,1,355430,355430,App,Tablet,1,Tecnología,2025,11,4,Mediana
2025-310,16,2025-06-22,4,4,3995127,15980508,App,Monitor,1,Tecnología,2025,6,2,Grande
2025-311,328,2025-08-02,4,3,243462,730386,Web,Monitor,1,Tecnología,2025,8,3,Mediana
2025-312,282,2025-03-06,5,1,652536,652536,App,Audífonos,2,Accesorios,2025,3,1,Mediana
2025-313,151,2025-12-29,3,4,726118,2904472,Tienda Física,Teclado,2,Accesorios,2025,12,4,Grande
2025-314,352,2025-05-26,6,1,141562,141562,Tienda Física,Tablet,1,Tecnología,2025,5,2,Pequeña
2025-315,463,2025-04-13,1,1,268360,268360,Tienda Física,Notebook,1,Tecnología,2025,4,2,Mediana
2025-316,347,2025-03-29,5,4,638177,2552708,Tienda Física,Audífonos,2,Accesorios,2025,3,1,Grande
2025-317,303,2025-02-19,3,2,3702858,7405716,Tienda Física,Teclado,2,Accesorios,2025,2,1,Grande
2025-318,134,2025-04-19,3,1,473092,473092,Web,Teclado,2,Accesorios,2025,4,2,Mediana
2025-319,287,2025-10-28,5,2,12159,24318,Web,Audífonos,2,Accesorios,2025,10,4,Pequeña
2025-320,177,2025-04-27,4,1,415237,415237,Web,Monitor,1,Tecnología,2025,4,2,Mediana
2025-321,28,2025-02-27,1,2,433448,866896,App,Notebook,1,Tecnología,2025,2,1,Mediana
2025-322,297,2025-02-07,6,3,639756,1919268,App,Tablet,1,Tecnología,2025,2,1,Grande
2025-323,429,2025-06-17,3,2,799313,1598626,Tienda Física,Teclado,2,Accesorios,2025,6,2,Grande
2025-324,373,2025-01-19,3,1,497063,497063,App,Teclado,2,Accesorios,2025,1,1,Mediana
2025-325,448,2025-12-10,1,4,606860,2427440,Web,Notebook,1,Tecnología,2025,12,4,Grande
2025-326,35,2025-06-02,6,1,32499,32499,Web,Tablet,1,Tecnología,2025,6,2,Pequeña
2025-327,433,2025-08-14,4,2,153704,307408,Web,Monitor,1,Tecnología,2025,8,3,Mediana
2025-328,403,2025-07-01,3,1,456991,456991,Tienda Física,Teclado,2,Accesorios,2025,7,3,Mediana
2025-329,329,2025-12-02,1,2,530082,1060164,Tienda Física,Notebook,1,Tecnología,2025,12,4,Grande
2025-330,402,2025-05-14,2,1,247612,247612,Web,Mouse,2,Accesorios,2025,5,2,Mediana
2025-331,122,2025-02-08,6,4,147263,589052,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-332,490,2025-09-01,2,2,249608,499216,App,Mouse,2,Accesorios,2025,9,3,Mediana
2025-333,444,2025-01-15,4,1,433240,433240,Tienda Física,Monitor,1,Tecnología,2025,1,1,Mediana
2025-334,168,2025-06-03,1,1,318360,318360,Web,Notebook,1,Tecnología,2025,6,2,Mediana
2025-335,272,2025-09-18,3,1,106502,106502,Tienda Física,Teclado,2,Accesorios,2025,9,3,Pequeña
2025-336,146,2025-09-17,2,1,438556,438556,App,Mouse,2,Accesorios,2025,9,3,Mediana
2025-337,109,2025-04-15,2,1,490350,490350,Tienda Física,Mouse,2,Accesorios,2025,4,2,Mediana
2025-338,496,2025-04-27,6,4,2478365,9913460,Tienda Física,Tablet,1,Tecnología,2025,4,2,Grande
2025-339,99,2025-05-21,5,1,260231,260231,Web,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-340,74,2025-11-04,4,4,34648,138592,Tienda Física,Monitor,1,Tecnología,2025,11,4,Pequeña
2025-341,130,2025-10-06,6,4,256331,1025324,Tienda Física,Tablet,1,Tecnología,2025,10,4,Grande
2025-342,296,2025-06-28,5,3,709597,2128791,Web,Audífonos,2,Accesorios,2025,6,2,Grande
2025-343,223,2025-10-03,1,3,279745,839235,Tienda Física,Notebook,1,Tecnología,2025,10,4,Mediana
2025-344,209,2025-01-13,5,2,532904,1065808,App,Audífonos,2,Accesorios,2025,1,1,Grande
2025-345,359,2025-03-11,4,2,169094,338188,Tienda Física,Monitor,1,Tecnología,2025,3,1,Mediana
2025-346,186,2025-12-06,3,2,173402,346804,Web,Teclado,2,Accesorios,2025,12,4,Mediana
2025-347,467,2025-11-14,6,3,519394,1558182,Web,Tablet,1,Tecnología,2025,11,4,Grande
2025-348,324,2025-02-04,1,4,107206,428824,Tienda Física,Notebook,1,Tecnología,2025,2,1,Mediana
2025-349,270,2025-11-01,1,3,779565,2338695,Web,Notebook,1,Tecnología,2025,11,4,Grande
2025-350,144,2025-03-13,6,4,589250,2357000,App,Tablet,1,Tecnología,2025,3,1,Grande
2025-351,220,2025-09-30,4,3,11577,34731,Tienda Física,Monitor,1,Tecnología,2025,9,3,Pequeña
2025-352,173,2025-01-10,5,3,238506,715518,App,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-353,36,2025-08-03,1,2,599719,1199438,App,Notebook,1,Tecnología,2025,8,3,Grande
2025-354,285,2025-12-03,6,1,273606,273606,App,Tablet,1,Tecnología,2025,12,4,Mediana
2025-355,152,2025-04-25,3,2,709774,1419548,App,Teclado,2,Accesorios,2025,4,2,Grande
2025-356,482,2025-06-15,4,3,547674,1643022,Web,Monitor,1,Tecnología,2025,6,2,Grande
2025-357,78,2025-01-21,3,2,125375,250750,App,Teclado,2,Accesorios,2025,1,1,Mediana
2025-358,184,2025-06-28,6,3,777303,2331909,App,Tablet,1,Tecnología,2025,6,2,Grande
2025-359,59,2025-07-10,1,1,799148,799148,App,Notebook,1,Tecnología,2025,7,3,Mediana
2025-360,196,2025-09-03,3,3,727186,2181558,Web,Teclado,2,Accesorios,2025,9,3,Grande
2025-361,104,2025-08-18,3,1,2143435,2143435,Tienda Física,Teclado,2,Accesorios,2025,8,3,Grande
2025-362,172,2025-10-25,1,3,80474,241422,Web,Notebook,1,Tecnología,2025,10,4,Mediana
2025-363,417,2025-06-14,2,3,736499,2209497,Web,Mouse,2,Accesorios,2025,6,2,Grande
2025-364,187,2025-02-17,1,3,414911,1244733,Tienda Física,Notebook,1,Tecnología,2025,2,1,Grande
2025-365,372,2025-09-10,6,3,181277,543831,Web,Tablet,1,Tecnología,2025,9,3,Mediana
2025-366,415,2025-04-26,1,4,138023,552092,Tienda Física,Notebook,1,Tecnología,2025,4,2,Mediana
2025-367,338,2025-12-01,2,2,653789,1307578,Tienda Física,Mouse,2,Accesorios,2025,12,4,Grande
2025-368,70,2025-09-04,3,3,131635,394905,Tienda Física,Teclado,2,Accesorios,2025,9,3,Mediana
2025-369,387,2025-12-20,6,3,769144,2307432,Web,Tablet,1,Tecnología,2025,12,4,Grande
2025-370,416,2025-09-26,6,4,301568,1206272,Web,Tablet,1,Tecnología,2025,9,3,Grande
2025-371,34,2025-11-30,6,3,72699,218097,Web,Tablet,1,Tecnología,2025,11,4,Mediana
2025-372,349,2025-07-11,2,2,146668,293336,Web,Mouse,2,Accesorios,2025,7,3,Mediana
2025-373,409,2025-12-13,6,2,325783,651566,App,Tablet,1,Tecnología,2025,12,4,Mediana
2025-374,386,2025-03-30,1,1,269021,269021,App,Notebook,1,Tecnología,2025,3,1,Mediana
2025-375,93,2025-09-02,4,1,287948,287948,App,Monitor,1,Tecnología,2025,9,3,Mediana
2025-376,291,2025-05-08,5,4,291209,1164836,Web,Audífonos,2,Accesorios,2025,5,2,Grande
2025-377,427,2025-05-10,1,4,248009,992036,Web,Notebook,1,Tecnología,2025,5,2,Mediana
2025-378,423,2025-03-22,2,2,451733,903466,Tienda Física,Mouse,2,Accesorios,2025,3,1,Mediana
2025-379,473,2025-01-16,5,1,169379,169379,Tienda Física,Audífonos,2,Accesorios,2025,1,1,Pequeña
2025-380,105,2025-07-04,5,4,76985,307940,App,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-381,265,2025-11-16,3,4,181349,725396,App,Teclado,2,Accesorios,2025,11,4,Mediana
2025-382,278,2025-09-08,2,3,710572,2131716,App,Mouse,2,Accesorios,2025,9,3,Grande
2025-383,97,2025-04-07,2,3,426704,1280112,Web,Mouse,2,Accesorios,2025,4,2,Grande
2025-384,216,2025-06-20,4,4,33834,135336,Tienda Física,Monitor,1,Tecnología,2025,6,2,Pequeña
2025-385,32,2025-04-15,1,4,544633,2178532,Tienda Física,Notebook,1,Tecnología,2025,4,2,Grande
2025-386,228,2025-10-17,4,2,520269,1040538,Tienda Física,Monitor,1,Tecnología,2025,10,4,Grande
2025-387,370,2025-04-23,2,4,609095,2436380,Web,Mouse,2,Accesorios,2025,4,2,Grande
2025-388,440,2025-04-23,2,2,783068,1566136,Web,Mouse,2,Accesorios,2025,4,2,Grande
2025-389,171,2025-03-20,5,2,56032,112064,App,Audífonos,2,Accesorios,2025,3,1,Pequeña
2025-390,407,2025-11-10,6,3,244337,733011,Tienda Física,Tablet,1,Tecnología,2025,11,4,Mediana
2025-391,71,2025-10-23,2,2,755222,1510444,App,Mouse,2,Accesorios,2025,10,4,Grande
2025-392,470,2025-11-01,2,1,129875,129875,App,Mouse,2,Accesorios,2025,11,4,Pequeña
2025-393,363,2025-01-09,5,1,527965,527965,Tienda Física,Audífonos,2,Accesorios,2025,1,1,Mediana
2025-394,431,2025-07-03,4,2,591042,1182084,Tienda Física,Monitor,1,Tecnología,2025,7,3,Grande
2025-395,198,2025-11-24,4,4,203946,815784,Web,Monitor,1,Tecnología,2025,11,4,Mediana
2025-396,182,2025-03-24,1,1,735527,735527,App,Notebook,1,Tecnología,2025,3,1,Mediana
2025-397,319,2025-04-09,1,3,214603,643809,App,Notebook,1,Tecnología,2025,4,2,Mediana
2025-398,286,2025-05-06,5,2,119779,239558,Web,Audífonos,2,Accesorios,2025,5,2,Mediana
2025-399,499,2025-01-31,1,2,487793,975586,App,Notebook,1,Tecnología,2025,1,1,Mediana
2025-400,112,2025-09-30,2,3,575369,1726107,App,Mouse,2,Accesorios,2025,9,3,Grande
2025-401,398,2025-10-05,1,3,165063,495189,Tienda Física,Notebook,1,Tecnología,2025,10,4,Mediana
2025-402,56,2025-10-18,3,1,36081,36081,App,Teclado,2,Accesorios,2025,10,4,Pequeña
2025-403,381,2025-07-17,1,4,655972,2623888,Web,Notebook,1,Tecnología,2025,7,3,Grande
2025-404,321,2025-10-04,3,1,589802,589802,Web,Teclado,2,Accesorios,2025,10,4,Mediana
2025-405,16,2025-02-23,4,3,796492,2389476,App,Monitor,1,Tecnología,2025,2,1,Grande
2025-406,336,2025-06-20,4,1,114127,114127,Web,Monitor,1,Tecnología,2025,6,2,Pequeña
2025-407,377,2025-06-30,3,3,357526,1072578,Tienda Física,Teclado,2,Accesorios,2025,6,2,Grande
2025-408,108,2025-07-25,2,2,543484,1086968,App,Mouse,2,Accesorios,2025,7,3,Grande
2025-409,16,2025-05-05,3,2,379673,759346,Web,Teclado,2,Accesorios,2025,5,2,Mediana
2025-410,485,2025-12-06,4,2,316024,632048,Web,Monitor,1,Tecnología,2025,12,4,Mediana
2025-411,438,2025-07-30,5,2,199637,399274,App,Audífonos,2,Accesorios,2025,7,3,Mediana
2025-412,390,2025-01-23,5,1,80934,80934,App,Audífonos,2,Accesorios,2025,1,1,Pequeña
2025-413,461,2025-04-07,4,3,148009,444027,Tienda Física,Monitor,1,Tecnología,2025,4,2,Mediana
2025-414,36,2025-08-07,5,3,559567,1678701,Web,Audífonos,2,Accesorios,2025,8,3,Grande
2025-415,69,2025-04-07,5,2,388422,776844,Tienda Física,Audífonos,2,Accesorios,2025,4,2,Mediana
2025-416,294,2025-02-04,6,1,275369,275369,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-417,67,2025-06-18,5,2,384368,768736,Web,Audífonos,2,Accesorios,2025,6,2,Mediana
2025-418,151,2025-03-23,3,2,131118,262236,Tienda Física,Teclado,2,Accesorios,2025,3,1,Mediana
2025-419,391,2025-09-27,1,1,423244,423244,App,Notebook,1,Tecnología,2025,9,3,Mediana
2025-420,103,2025-08-14,2,3,439145,1317435,App,Mouse,2,Accesorios,2025,8,3,Grande
2025-421,228,2025-07-28,5,2,606923,1213846,Web,Audífonos,2,Accesorios,2025,7,3,Grande
2025-422,74,2025-06-19,3,3,227070,681210,Tienda Física,Teclado,2,Accesorios,2025,6,2,Mediana
2025-423,448,2025-02-10,4,4,379359,1517436,Tienda Física,Monitor,1,Tecnología,2025,2,1,Grande
2025-424,62,2025-07-06,3,4,202319,809276,App,Teclado,2,Accesorios,2025,7,3,Mediana
2025-425,442,2025-01-13,2,3,607190,1821570,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-426,89,2025-07-22,4,2,58639,117278,App,Monitor,1,Tecnología,2025,7,3,Pequeña
2025-427,25,2025-04-27,5,4,358586,1434344,App,Audífonos,2,Accesorios,2025,4,2,Grande
2025-428,41,2025-04-30,5,4,120957,483828,Web,Audífonos,2,Accesorios,2025,4,2,Mediana
2025-429,145,2025-11-14,5,1,244847,244847,Web,Audífonos,2,Accesorios,2025,11,4,Mediana
2025-430,324,2025-11-02,1,1,325508,325508,App,Notebook,1,Tecnología,2025,11,4,Mediana
2025-431,168,2025-07-02,2,3,209316,627948,Web,Mouse,2,Accesorios,2025,7,3,Mediana
2025-432,152,2025-10-01,2,1,649888,649888,App,Mouse,2,Accesorios,2025,10,4,Mediana
2025-433,496,2025-03-23,4,1,43324,43324,Web,Monitor,1,Tecnología,2025,3,1,Pequeña
2025-434,73,2025-08-11,6,1,698284,698284,App,Tablet,1,Tecnología,2025,8,3,Mediana
2025-435,404,2025-07-24,3,4,204824,819296,Tienda Física,Teclado,2,Accesorios,2025,7,3,Mediana
2025-436,155,2025-01-19,4,1,299014,299014,App,Monitor,1,Tecnología,2025,1,1,Mediana
2025-437,436,2025-06-03,2,1,52137,52137,App,Mouse,2,Accesorios,2025,6,2,Pequeña
2025-438,92,2025-06-30,1,2,179439,358878,Tienda Física,Notebook,1,Tecnología,2025,6,2,Mediana
2025-439,450,2025-09-30,1,2,404002,808004,Web,Notebook,1,Tecnología,2025,9,3,Mediana
2025-440,76,2025-05-11,1,4,234062,936248,Tienda Física,Notebook,1,Tecnología,2025,5,2,Mediana
2025-441,49,2025-11-04,2,3,751063,2253189,Web,Mouse,2,Accesorios,2025,11,4,Grande
2025-442,118,2025-07-08,6,2,705139,1410278,App,Tablet,1,Tecnología,2025,7,3,Grande
2025-443,318,2025-09-23,1,1,25896,25896,App,Notebook,1,Tecnología,2025,9,3,Pequeña
2025-444,464,2025-12-14,2,4,799660,3198640,App,Mouse,2,Accesorios,2025,12,4,Grande
2025-445,400,2025-08-21,4,4,365398,1461592,App,Monitor,1,Tecnología,2025,8,3,Grande
2025-446,299,2025-06-10,2,2,710614,1421228,App,Mouse,2,Accesorios,2025,6,2,Grande
2025-447,121,2025-03-09,5,4,733906,2935624,Web,Audífonos,2,Accesorios,2025,3,1,Grande
2025-448,410,2025-04-18,3,2,452765,905530,App,Teclado,2,Accesorios,2025,4,2,Mediana
2025-449,49,2025-09-26,4,2,641339,1282678,App,Monitor,1,Tecnología,2025,9,3,Grande
2025-450,216,2025-05-29,6,2,692265,1384530,App,Tablet,1,Tecnología,2025,5,2,Grande
2025-451,234,2025-07-24,1,3,723806,2171418,Tienda Física,Notebook,1,Tecnología,2025,7,3,Grande
2025-452,337,2025-05-10,6,4,539787,2159148,Tienda Física,Tablet,1,Tecnología,2025,5,2,Grande
2025-453,46,2025-10-23,3,3,222235,666705,App,Teclado,2,Accesorios,2025,10,4,Mediana
2025-454,100,2025-06-11,6,4,382050,1528200,Web,Tablet,1,Tecnología,2025,6,2,Grande
2025-455,238,2025-12-22,6,1,785359,785359,App,Tablet,1,Tecnología,2025,12,4,Mediana
2025-456,18,2025-09-03,4,4,317322,1269288,App,Monitor,1,Tecnología,2025,9,3,Grande
2025-457,373,2025-02-17,3,4,211798,847192,Tienda Física,Teclado,2,Accesorios,2025,2,1,Mediana
2025-458,262,2025-04-17,4,3,385348,1156044,Web,Monitor,1,Tecnología,2025,4,2,Grande
2025-459,304,2025-05-23,3,1,770330,770330,Tienda Física,Teclado,2,Accesorios,2025,5,2,Mediana
2025-460,378,2025-04-03,5,3,308254,924762,App,Audífonos,2,Accesorios,2025,4,2,Mediana
2025-461,17,2025-09-24,2,1,207780,207780,App,Mouse,2,Accesorios,2025,9,3,Mediana
2025-462,328,2025-04-29,2,4,411954,1647816,App,Mouse,2,Accesorios,2025,4,2,Grande
2025-463,14,2025-04-29,2,4,10363,41452,App,Mouse,2,Accesorios,2025,4,2,Pequeña
2025-464,34,2025-05-25,1,2,55689,111378,Tienda Física,Notebook,1,Tecnología,2025,5,2,Pequeña
2025-465,446,2025-01-04,3,1,789110,789110,App,Teclado,2,Accesorios,2025,1,1,Mediana
2025-466,397,2025-08-02,2,2,473956,947912,Web,Mouse,2,Accesorios,2025,8,3,Mediana
2025-467,132,2025-05-10,2,1,370466,370466,Web,Mouse,2,Accesorios,2025,5,2,Mediana
2025-468,330,2025-05-05,2,2,563351,1126702,Tienda Física,Mouse,2,Accesorios,2025,5,2,Grande
2025-469,267,2025-11-25,1,3,180635,541905,App,Notebook,1,Tecnología,2025,11,4,Mediana
2025-470,8,2025-11-05,2,3,610699,1832097,App,Mouse,2,Accesorios,2025,11,4,Grande
2025-471,469,2025-12-28,4,4,33331,133324,Web,Monitor,1,Tecnología,2025,12,4,Pequeña
2025-472,14,2025-12-08,6,2,623332,1246664,Web,Tablet,1,Tecnología,2025,12,4,Grande
2025-473,236,2025-01-20,2,2,37302,74604,Tienda Física,Mouse,2,Accesorios,2025,1,1,Pequeña
2025-474,135,2025-10-21,1,1,383145,383145,App,Notebook,1,Tecnología,2025,10,4,Mediana
2025-475,189,2025-11-26,4,2,618811,1237622,Tienda Física,Monitor,1,Tecnología,2025,11,4,Grande
2025-476,446,2025-02-20,2,2,355744,711488,App,Mouse,2,Accesorios,2025,2,1,Mediana
2025-477,294,2025-07-19,3,2,648071,1296142,Web,Teclado,2,Accesorios,2025,7,3,Grande
2025-478,248,2025-02-08,6,1,442184,442184,Web,Tablet,1,Tecnología,2025,2,1,Mediana
2025-479,443,2025-11-09,2,4,668139,2672556,App,Mouse,2,Accesorios,2025,11,4,Grande
2025-480,283,2025-06-29,2,2,420616,841232,App,Mouse,2,Accesorios,2025,6,2,Mediana
2025-481,32,2025-10-06,2,2,309850,619700,App,Mouse,2,Accesorios,2025,10,4,Mediana
2025-482,57,2025-12-09,4,4,781965,3127860,Web,Monitor,1,Tecnología,2025,12,4,Grande
2025-483,287,2025-01-18,1,1,688145,688145,Tienda Física,Notebook,1,Tecnología,2025,1,1,Mediana
2025-484,417,2025-10-18,5,2,67939,135878,Tienda Física,Audífonos,2,Accesorios,2025,10,4,Pequeña
2025-485,370,2025-09-11,5,2,659837,1319674,Web,Audífonos,2,Accesorios,2025,9,3,Grande
2025-486,30,2025-12-09,4,1,565913,565913,Web,Monitor,1,Tecnología,2025,12,4,Mediana
2025-487,139,2025-06-10,2,2,357299,714598,Tienda Física,Mouse,2,Accesorios,2025,6,2,Mediana
2025-488,13,2025-07-29,1,4,168761,675044,Web,Notebook,1,Tecnología,2025,7,3,Mediana
2025-489,350,2025-11-06,3,2,318474,636948,Web,Teclado,2,Accesorios,2025,11,4,Mediana
2025-490,140,2025-01-18,2,1,88840,88840,Web,Mouse,2,Accesorios,2025,1,1,Pequeña
2025-491,112,2025-07-01,5,2,97453,194906,Web,Audífonos,2,Accesorios,2025,7,3,Pequeña
2025-492,339,2025-07-05,5,3,733559,2200677,App,Audífonos,2,Accesorios,2025,7,3,Grande
2025-493,255,2025-04-18,4,2,692954,1385908,App,Monitor,1,Tecnología,2025,4,2,Grande
2025-494,77,2025-09-15,5,2,414427,828854,Tienda Física,Audífonos,2,Accesorios,2025,9,3,Mediana
2025-495,485,2025-01-16,2,2,4964342,9928684,Tienda Física,Mouse,2,Accesorios,2025,1,1,Grande
2025-496,424,2025-02-01,6,4,165976,663904,Tienda Física,Tablet,1,Tecnología,2025,2,1,Mediana
2025-497,485,2025-11-26,5,1,271578,271578,Web,Audífonos,2,Accesorios,2025,11,4,Mediana
2025-498,169,2025-05-23,5,2,531393,1062786,App,Audífonos,2,Accesorios,2025,5,2,Grande
2025-499,248,2025-09-12,4,4,676978,2707912,Tienda Física,Monitor,1,Tecnología,2025,9,3,Grande
2025-500,240,2025-01-11,4,1,168272,168272,App,Monitor,1,Tecnología,2025,1,1,Pequeña
2025-501,445,2025-08-25,5,3,360036,1080108,Web,Audífonos,2,Accesorios,2025,8,3,Grande
2025-502,497,2025-05-31,3,3,495287,1485861,Tienda Física,Teclado,2,Accesorios,2025,5,2,Grande
2025-503,144,2025-12-28,6,1,66116,66116,Web,Tablet,1,Tecnología,2025,12,4,Pequeña
2025-504,300,2025-09-13,4,2,30836,61672,Web,Monitor,1,Tecnología,2025,9,3,Pequeña
2025-505,220,2025-09-01,1,4,627397,2509588,App,Notebook,1,Tecnología,2025,9,3,Grande
2025-506,284,2025-08-14,3,1,692465,692465,Web,Teclado,2,Accesorios,2025,8,3,Mediana
2025-507,103,2025-02-27,2,1,454783,454783,App,Mouse,2,Accesorios,2025,2,1,Mediana
2025-508,75,2025-06-30,2,2,766547,1533094,Web,Mouse,2,Accesorios,2025,6,2,Grande
2025-509,71,2025-09-13,1,4,357236,1428944,Tienda Física,Notebook,1,Tecnología,2025,9,3,Grande
2025-510,74,2025-09-18,3,1,98741,98741,Web,Teclado,2,Accesorios,2025,9,3,Pequeña
2025-511,83,2025-01-04,6,3,520473,1561419,Tienda Física,Tablet,1,Tecnología,2025,1,1,Grande
2025-512,402,2025-04-08,4,1,522214,522214,Web,Monitor,1,Tecnología,2025,4,2,Mediana
2025-513,451,2025-05-26,1,1,707652,707652,Tienda Física,Notebook,1,Tecnología,2025,5,2,Mediana
2025-514,419,2025-08-14,6,3,105864,317592,Web,Tablet,1,Tecnología,2025,8,3,Mediana
2025-515,462,2025-09-12,4,1,255160,255160,Web,Monitor,1,Tecnología,2025,9,3,Mediana
2025-516,434,2025-04-26,4,2,475483,950966,Web,Monitor,1,Tecnología,2025,4,2,Mediana
2025-517,354,2025-12-18,2,1,230326,230326,App,Mouse,2,Accesorios,2025,12,4,Mediana
2025-518,273,2025-06-23,3,3,408167,1224501,App,Teclado,2,Accesorios,2025,6,2,Grande
2025-519,246,2025-10-21,2,1,343245,343245,Tienda Física,Mouse,2,Accesorios,2025,10,4,Mediana
2025-520,150,2025-11-20,4,1,4266598,4266598,Tienda Física,Monitor,1,Tecnología,2025,11,4,Grande
2025-521,215,2025-08-20,2,1,309479,309479,Tienda Física,Mouse,2,Accesorios,2025,8,3,Mediana
